Date,Open,High,Low,Close,Adj Close,Volume
2013-03-14,80.720001,80.989998,80.680000,80.959999,68.464020,1328200
2013-03-15,80.900002,80.970001,80.599998,80.870003,68.387886,1850700
2013-03-18,80.139999,80.769997,80.000000,80.430000,68.015816,1983400
2013-03-19,80.599998,80.720001,79.690002,80.209999,67.829781,1522500
2013-03-20,80.650002,80.930000,80.559998,80.809998,68.337166,1475900
2013-03-21,80.339996,80.610001,79.989998,80.160004,67.787483,1418500
2013-03-22,80.029999,80.320000,79.970001,80.290001,68.207138,1648200
2013-03-25,80.550003,80.699997,79.720001,80.019997,67.977776,2905700
2013-03-26,80.339996,80.629997,80.239998,80.620003,68.487488,1322900
2013-03-27,80.160004,80.709999,80.010002,80.680000,68.538475,2494200
2013-03-28,80.669998,81.019997,80.580002,80.959999,68.776306,1897700
2013-04-01,80.949997,81.059998,80.320000,80.529999,68.411018,3097600
2013-04-02,80.860001,81.040001,80.540001,80.769997,68.614914,2480900
2013-04-03,80.820000,80.879997,79.680000,79.889999,67.867348,2266100
2013-04-04,80.010002,80.330002,79.820000,80.239998,68.164680,1317800
2013-04-05,79.260002,80.010002,79.139999,79.959999,67.926826,1533500
2013-04-08,80.000000,80.470001,79.730003,80.449997,68.343079,1927500
2013-04-09,80.599998,80.989998,80.339996,80.680000,68.538475,1178300
2013-04-10,80.879997,81.800003,80.870003,81.720001,69.421951,2209500
2013-04-11,81.730003,82.279999,81.690002,82.029999,69.685295,1263200
2013-04-12,81.760002,81.919998,81.320000,81.739998,69.438942,1413500
2013-04-15,81.449997,81.449997,79.739998,79.750000,67.748383,3054500
2013-04-16,80.360001,80.980003,80.139999,80.930000,68.750839,1945500
2013-04-17,80.389999,80.419998,79.290001,79.720001,67.722931,2688400
2013-04-18,79.849998,79.910004,78.930000,79.220001,67.298180,1505800
2013-04-19,79.489998,80.010002,79.230003,79.980003,67.943802,965500
2013-04-22,80.129997,80.500000,79.550003,80.320000,68.232651,1237200
2013-04-23,80.720001,81.239998,80.389999,81.190002,68.971703,1957600
2013-04-24,81.199997,81.500000,81.070000,81.309998,69.073662,1039800
2013-04-25,81.540001,82.040001,81.449997,81.639999,69.353973,1120900
2013-04-26,81.529999,81.680000,81.220001,81.489998,69.226570,1150200
2013-04-29,81.709999,82.190002,81.589996,82.010002,69.668297,2118600
2013-04-30,82.019997,82.300003,81.690002,82.260002,69.880676,1740800
2013-05-01,82.110001,82.169998,81.379997,81.419998,69.167091,2159700
2013-05-02,81.610001,82.320000,81.610001,82.269997,69.889183,1616200
2013-05-03,82.989998,83.379997,82.860001,83.040001,70.543304,2382900
2013-05-06,83.150002,83.459999,83.099998,83.360001,70.815155,1879100
2013-05-07,83.580002,83.830002,83.309998,83.820000,71.205933,1967400
2013-05-08,83.720001,84.209999,83.680000,84.209999,71.537209,1734900
2013-05-09,84.190002,84.349998,83.739998,83.930000,71.299370,1495200
2013-05-10,84.040001,84.300003,83.809998,84.300003,71.613686,1333200
2013-05-13,84.190002,84.440002,83.959999,84.320000,71.630669,1285300
2013-05-14,84.400002,85.250000,84.400002,85.190002,72.369766,1440100
2013-05-15,85.059998,85.790001,85.019997,85.559998,72.684082,2743600
2013-05-16,85.529999,85.760002,85.099998,85.209999,72.386742,2006200
2013-05-17,85.570000,86.089996,85.459999,86.080002,73.125839,1540200
2013-05-20,86.010002,86.389999,85.900002,86.070000,73.117310,1680900
2013-05-21,86.139999,86.480003,85.860001,86.209999,73.236244,1483200
2013-05-22,86.279999,87.089996,85.000000,85.360001,72.514160,3378000
2013-05-23,84.489998,85.370003,84.320000,85.199997,72.378235,2748400
2013-05-24,84.660004,85.099998,84.379997,85.089996,72.284790,1151700
2013-05-28,86.029999,86.419998,85.339996,85.639999,72.752037,2120900
2013-05-29,85.199997,85.320000,84.570000,85.059998,72.259300,2420800
2013-05-30,85.160004,85.769997,85.080002,85.410004,72.556656,1630000
2013-05-31,85.180000,85.650002,84.199997,84.269997,71.588196,2005100
2013-06-03,84.449997,84.660004,83.739998,84.610001,71.877045,3620100
2013-06-04,84.720001,84.989998,83.769997,84.199997,71.528740,2311900
2013-06-05,83.989998,84.110001,82.940002,83.010002,70.517822,2944800
2013-06-06,82.989998,83.800003,82.529999,83.790001,71.180420,2633900
2013-06-07,84.349998,84.900002,83.970001,84.830002,72.063911,2391500
2013-06-10,85.150002,85.160004,84.610001,84.860001,72.089401,3643600
2013-06-11,84.099998,84.720001,83.769997,84.000000,71.358849,2102200
2013-06-12,84.580002,84.629997,83.190002,83.290001,70.755699,2568400
2013-06-13,83.220001,84.720001,83.029999,84.580002,71.851555,4100100
2013-06-14,84.489998,84.809998,83.930000,84.099998,71.443771,1653500
2013-06-17,84.669998,85.059998,84.260002,84.690002,71.944992,2416900
2013-06-18,84.790001,85.519997,84.790001,85.330002,72.488693,2095100
2013-06-19,85.190002,85.470001,84.209999,84.239998,71.562721,4448100
2013-06-20,83.470001,83.470001,81.900002,82.150002,69.787239,4933200
2013-06-21,82.629997,82.779999,81.470001,82.360001,69.965637,4227700
2013-06-24,81.110001,81.610001,80.190002,80.919998,69.066040,5378400
2013-06-25,81.660004,81.989998,81.110001,81.730003,69.757378,2625000
2013-06-26,82.400002,82.690002,82.050003,82.489998,70.406052,2496900
2013-06-27,83.019997,83.400002,82.989998,83.099998,70.926689,2211600
2013-06-28,82.930000,83.309998,82.510002,82.669998,70.559700,3023200
2013-07-01,83.290001,83.940002,83.110001,83.360001,71.148598,2097000
2013-07-02,83.330002,83.889999,82.940002,83.269997,71.071785,1958500
2013-07-03,82.989998,83.589996,82.830002,83.389999,71.174202,1004800
2013-07-05,84.019997,84.300003,83.330002,84.279999,71.933823,2434000
2013-07-08,84.709999,84.959999,84.559998,84.730003,72.317924,1972700
2013-07-09,85.230003,85.459999,84.879997,85.330002,72.830002,2229900
2013-07-10,85.290001,85.629997,85.120003,85.370003,72.864159,4399500
2013-07-11,86.430000,86.639999,86.110001,86.610001,73.922501,3560300
2013-07-12,86.540001,86.830002,86.440002,86.690002,73.990768,2141400
2013-07-15,86.910004,87.110001,86.730003,87.019997,74.272446,2340200
2013-07-16,87.070000,87.099998,86.419998,86.629997,73.939583,1637900
2013-07-17,87.010002,87.129997,86.760002,86.910004,74.178589,1718700
2013-07-18,87.089996,87.589996,87.010002,87.400002,74.596779,2100100
2013-07-19,87.199997,87.529999,87.099998,87.529999,74.707726,1604300
2013-07-22,87.690002,87.820000,87.470001,87.720001,74.869911,2121000
2013-07-23,87.930000,88.000000,87.510002,87.559998,74.733337,1915200
2013-07-24,87.949997,87.989998,87.029999,87.209999,74.434616,2997600
2013-07-25,87.000000,87.570000,86.949997,87.529999,74.707726,1781800
2013-07-26,87.230003,87.570000,86.790001,87.540001,74.716278,1845100
2013-07-29,87.419998,87.570000,87.019997,87.239998,74.460205,1681800
2013-07-30,87.540001,87.620003,87.099998,87.330002,74.537025,1379400
2013-07-31,87.430000,88.000000,87.320000,87.419998,74.613846,2211400
2013-08-01,88.099998,88.599998,88.070000,88.529999,75.561256,2416600
2013-08-02,88.430000,88.620003,88.190002,88.570000,75.595375,2224400
2013-08-05,88.510002,88.690002,88.339996,88.580002,75.603928,1167300
2013-08-06,88.510002,88.540001,87.769997,88.000000,75.108887,1587700
2013-08-07,87.660004,87.779999,87.290001,87.650002,74.810165,1542700
2013-08-08,88.089996,88.180000,87.559998,88.010002,75.117424,2251200
2013-08-09,87.900002,88.169998,87.470001,87.790001,74.929680,2519700
2013-08-12,87.389999,87.830002,87.250000,87.730003,74.878426,1102100
2013-08-13,87.919998,88.040001,87.320000,87.919998,75.040604,1298200
2013-08-14,87.900002,88.000000,87.440002,87.459999,74.647972,1369500
2013-08-15,86.820000,86.820000,86.050003,86.160004,73.538445,2729700
2013-08-16,86.080002,86.339996,85.730003,85.879997,73.299431,4926400
2013-08-19,85.650002,86.059998,85.300003,85.300003,72.804413,2112200
2013-08-20,85.430000,86.139999,85.360001,85.860001,73.282372,2044700
2013-08-21,85.629997,86.089996,85.120003,85.360001,72.855621,3102600
2013-08-22,85.550003,86.279999,85.550003,86.120003,73.504288,2065100
2013-08-23,86.410004,86.559998,85.989998,86.480003,73.811577,1267900
2013-08-26,86.589996,86.860001,86.139999,86.260002,73.623779,1982000
2013-08-27,85.370003,85.650002,84.680000,84.730003,72.317924,2180200
2013-08-28,84.720001,85.339996,84.599998,85.040001,72.582504,1444100
2013-08-29,84.879997,85.680000,84.849998,85.269997,72.778809,1291300
2013-08-30,85.440002,85.449997,84.620003,84.769997,72.352020,2437700
2013-09-03,85.769997,85.919998,84.839996,85.199997,72.719055,1807200
2013-09-04,85.269997,86.080002,85.120003,85.959999,73.367714,2610800
2013-09-05,86.010002,86.269997,85.989998,86.059998,73.453072,1511200
2013-09-06,86.400002,86.639999,85.309998,86.129997,73.512810,1807600
2013-09-09,86.430000,87.129997,86.419998,87.099998,74.340744,1811100
2013-09-10,87.660004,87.779999,87.430000,87.779999,74.921112,3454900
2013-09-11,87.699997,88.019997,87.489998,88.010002,75.117424,1573200
2013-09-12,88.029999,88.120003,87.650002,87.739998,74.886963,1124600
2013-09-13,87.870003,88.000000,87.620003,87.919998,75.040604,1793300
2013-09-16,88.930000,89.000000,88.300003,88.430000,75.475891,2519600
2013-09-17,88.540001,88.900002,88.540001,88.900002,75.877060,1656800
2013-09-18,88.919998,90.120003,88.580002,89.940002,76.764671,2702700
2013-09-19,90.070000,90.230003,89.660004,89.800003,76.645226,2644500
2013-09-20,89.889999,90.000000,89.080002,89.199997,76.133072,2673500
2013-09-23,88.510002,88.680000,87.989998,88.370003,75.789207,2586500
2013-09-24,88.239998,88.760002,88.010002,88.230003,75.669113,4013500
2013-09-25,88.339996,88.500000,87.949997,88.070000,75.531898,1345300
2013-09-26,88.220001,88.660004,88.099998,88.410004,75.823494,1210000
2013-09-27,87.989998,88.150002,87.790001,88.059998,75.523331,1938800
2013-09-30,87.379997,87.879997,87.099998,87.650002,75.171684,2522100
2013-10-01,87.739998,88.480003,87.669998,88.410004,75.823494,3075700
2013-10-02,87.910004,88.309998,87.610001,88.260002,75.694862,2014400
2013-10-03,88.040001,88.160004,87.040001,87.510002,75.051636,8263300
2013-10-04,87.570000,88.239998,87.440002,88.150002,75.600533,2509800
2013-10-07,87.449997,87.860001,87.300003,87.360001,74.922974,1598500
2013-10-08,87.250000,87.430000,86.160004,86.199997,73.928123,3431800
2013-10-09,86.379997,86.510002,85.629997,86.139999,73.876671,3786700
2013-10-10,87.080002,88.120003,87.059998,88.080002,75.540482,4036900
2013-10-11,87.980003,88.730003,87.900002,88.699997,76.072212,3132700
2013-10-14,88.120003,89.129997,87.980003,89.089996,76.406677,1851400
2013-10-15,88.889999,89.150002,88.279999,88.410004,75.823494,2603000
2013-10-16,88.989998,89.669998,88.879997,89.650002,76.886971,2427700
2013-10-17,89.349998,90.349998,89.260002,90.309998,77.452995,4442100
2013-10-18,90.709999,90.980003,90.449997,90.949997,78.001884,2996600
2013-10-21,91.000000,91.139999,90.720001,90.900002,77.959000,2461600
2013-10-22,91.220001,91.730003,91.010002,91.419998,78.404953,3757600
2013-10-23,91.169998,91.220001,90.629997,90.989998,78.036194,2779500
2013-10-24,91.250000,91.389999,90.910004,91.339996,78.336365,1713400
2013-10-25,91.570000,91.669998,91.260002,91.669998,78.619370,2038100
2013-10-28,91.650002,91.849998,91.459999,91.739998,78.679420,1711900
2013-10-29,91.949997,92.199997,91.800003,92.199997,79.073929,1454400
2013-10-30,92.349998,92.400002,91.309998,91.660004,78.610802,2641200
2013-10-31,91.589996,91.949997,91.180000,91.389999,78.379242,2937900
2013-11-01,91.440002,91.790001,91.000000,91.510002,78.482170,2477600
2013-11-04,91.809998,91.970001,91.559998,91.930000,78.842354,3443700
2013-11-05,91.699997,91.860001,91.269997,91.660004,78.610802,2301300
2013-11-06,92.080002,92.239998,91.669998,91.900002,78.816643,2655100
2013-11-07,92.190002,92.190002,90.599998,90.680000,77.770332,2876200
2013-11-08,90.750000,91.889999,90.669998,91.889999,78.808060,2637800
2013-11-11,91.790001,92.070000,91.730003,91.949997,78.859528,1729500
2013-11-12,91.760002,91.949997,91.459999,91.809998,78.739456,2067900
2013-11-13,91.379997,92.599998,91.300003,92.589996,79.408417,1837800
2013-11-14,92.739998,93.089996,92.480003,93.029999,79.785767,1971100
2013-11-15,93.029999,93.440002,93.000000,93.440002,80.137405,1623900
2013-11-18,93.720001,93.720001,92.779999,93.000000,79.760033,3123300
2013-11-19,92.980003,93.220001,92.550003,92.730003,79.528488,1828700
2013-11-20,92.889999,93.180000,92.160004,92.440002,79.279785,1931400
2013-11-21,92.769997,93.330002,92.650002,93.269997,79.991600,2720700
2013-11-22,93.389999,93.750000,93.220001,93.730003,80.386131,2687300
2013-11-25,93.959999,93.970001,93.500000,93.629997,80.300346,1719500
2013-11-26,93.629997,94.010002,93.519997,93.720001,80.377541,1355100
2013-11-27,93.930000,94.040001,93.760002,93.989998,80.609093,1480800
2013-11-29,94.070000,94.339996,93.860001,93.860001,80.497597,934600
2013-12-02,94.059998,94.180000,93.540001,93.660004,80.326073,3209500
2013-12-03,93.400002,93.589996,92.940002,93.300003,80.017349,2129100
2013-12-04,92.970001,93.620003,92.480003,93.169998,79.905830,2300800
2013-12-05,93.139999,93.260002,92.820000,92.900002,79.674278,2185400
2013-12-06,93.800003,93.970001,93.480003,93.860001,80.497597,2071600
2013-12-09,94.250000,94.279999,93.949997,94.070000,80.677727,2121100
2013-12-10,93.930000,94.150002,93.720001,93.760002,80.411827,2403200
2013-12-11,93.879997,93.879997,92.500000,92.599998,79.416985,3887100
2013-12-12,92.559998,92.760002,92.180000,92.430000,79.271187,3587000
2013-12-13,92.690002,92.720001,92.250000,92.459999,79.296898,3605700
2013-12-16,92.940002,93.339996,92.879997,93.110001,79.854370,3207500
2013-12-17,93.239998,93.239998,92.570000,92.830002,79.614250,3374200
2013-12-18,93.029999,94.339996,92.160004,94.330002,80.900703,4089700
2013-12-19,94.129997,94.239998,93.830002,94.199997,80.789177,6352600
2013-12-20,93.860001,94.529999,93.839996,94.330002,81.327187,6210200
2013-12-23,94.839996,94.949997,94.650002,94.889999,81.809990,3095000
2013-12-24,94.989998,95.209999,94.900002,95.150002,82.034149,1362100
2013-12-26,95.400002,95.639999,95.260002,95.599998,82.422119,2940500
2013-12-27,95.730003,95.919998,95.430000,95.540001,82.370392,2370400
2013-12-30,95.599998,95.660004,95.410004,95.570000,82.396233,3159900
2013-12-31,95.720001,96.000000,95.660004,95.919998,82.698021,4570300
2014-01-02,95.760002,95.760002,94.820000,95.080002,81.973801,3728200
2014-01-03,95.290001,95.440002,94.949997,95.059998,81.956551,3206300
2014-01-06,95.500000,95.559998,94.669998,94.809998,81.741028,3169400
2014-01-07,95.190002,95.589996,95.099998,95.419998,82.266945,2617200
2014-01-08,95.440002,95.620003,95.089996,95.489998,82.327278,3783100
2014-01-09,95.830002,95.830002,95.099998,95.570000,82.396233,3440500
2014-01-10,95.779999,95.870003,95.300003,95.839996,82.629028,2903700
2014-01-13,95.750000,95.879997,94.389999,94.629997,81.585831,4322200
2014-01-14,94.930000,95.730003,94.730003,95.669998,82.482483,2660500
2014-01-15,95.940002,96.290001,95.839996,96.150002,82.896301,2525100
2014-01-16,96.050003,96.120003,95.790001,96.080002,82.835945,3058200
2014-01-17,96.000000,96.129997,95.550003,95.709999,82.516968,2716300
2014-01-21,96.360001,96.360001,95.440002,96.029999,82.792847,5557200
2014-01-22,96.269997,96.300003,95.910004,96.209999,82.948029,1860300
2014-01-23,95.769997,95.849998,94.910004,95.379997,82.232445,3223500
2014-01-24,94.769997,94.889999,93.290001,93.320000,80.456398,7275200
2014-01-27,93.320000,93.599998,92.209999,92.720001,79.939133,6664700
2014-01-28,92.889999,93.470001,92.800003,93.370003,80.499519,10136000
2014-01-29,92.669998,93.080002,92.180000,92.410004,79.671867,4720200
2014-01-30,93.230003,93.779999,92.959999,93.489998,80.602959,2540800
2014-01-31,92.440002,93.550003,92.279999,92.879997,80.077057,4099600
2014-02-03,92.839996,93.050003,90.540001,90.699997,78.197556,6568100
2014-02-04,91.199997,91.629997,90.779999,91.389999,78.792442,3427200
2014-02-05,91.019997,91.440002,90.389999,91.250000,78.671745,3407300
2014-02-06,91.489998,92.370003,91.349998,92.360001,79.628731,3237300
2014-02-07,92.940002,93.610001,92.529999,93.550003,80.654716,3538500
2014-02-10,93.620003,93.739998,93.260002,93.660004,80.749535,3419800
2014-02-11,93.989998,94.949997,93.820000,94.730003,81.672066,4287900
2014-02-12,94.910004,95.209999,94.629997,94.860001,81.784126,3128700
2014-02-13,94.150002,95.519997,94.150002,95.440002,82.284164,2726400
2014-02-14,95.400002,96.050003,95.220001,95.900002,82.680763,2244000
2014-02-18,96.059998,96.269997,95.769997,96.180000,82.922150,3006400
2014-02-19,95.970001,96.500000,95.440002,95.540001,82.370392,2320600
2014-02-20,95.650002,96.330002,95.330002,96.180000,82.922150,2657600
2014-02-21,96.389999,96.529999,96.029999,96.099998,82.853210,1952000
2014-02-24,96.379997,97.269997,96.309998,96.650002,83.327400,2357600
2014-02-25,96.769997,97.010002,96.279999,96.610001,83.292900,2427300
2014-02-26,96.830002,97.099998,96.449997,96.709999,83.379112,1934600
2014-02-27,96.629997,97.220001,96.470001,97.220001,83.818802,1594000
2014-02-28,97.169998,97.860001,96.739998,97.400002,83.974014,2302800
2014-03-03,96.570000,96.879997,96.010002,96.690002,83.361870,2743400
2014-03-04,97.930000,98.349998,97.639999,98.209999,84.672348,3105300
2014-03-05,98.260002,98.379997,98.089996,98.230003,84.689606,1855300
2014-03-06,98.540001,98.650002,98.269997,98.410004,84.844780,2084500
2014-03-07,98.839996,98.849998,98.000000,98.379997,84.818916,2312100
2014-03-10,98.320000,98.400002,97.730003,98.309998,84.758568,2586600
2014-03-11,98.500000,98.629997,97.529999,97.760002,84.284378,3718500
2014-03-12,97.360001,97.860001,97.029999,97.830002,84.344727,2225600
2014-03-13,98.180000,98.269997,96.419998,96.699997,83.370483,3482400
2014-03-14,96.510002,97.070000,96.430000,96.580002,83.267029,2892400
2014-03-17,97.089996,97.660004,97.059998,97.349998,83.930885,2735800
2014-03-18,97.650002,98.279999,97.500000,98.180000,84.646469,3672500
2014-03-19,98.209999,98.279999,97.019997,97.620003,84.163696,2705400
2014-03-20,97.389999,98.190002,97.209999,98.110001,84.586136,1466900
2014-03-21,98.570000,98.690002,97.650002,97.750000,84.275764,2821700
2014-03-24,98.110001,98.199997,96.730003,97.180000,83.784317,3922600
2014-03-25,97.199997,97.580002,96.589996,97.099998,84.081345,1740900
2014-03-26,97.519997,97.650002,96.269997,96.290001,83.379951,2896000
2014-03-27,96.089996,96.500000,95.690002,96.089996,83.206757,3835100
2014-03-28,96.370003,97.089996,96.279999,96.519997,83.579086,1533200
2014-03-31,97.099998,97.580002,97.050003,97.470001,84.401749,2978400
2014-04-01,97.889999,98.269997,97.750000,98.230003,85.059853,3881700
2014-04-02,98.459999,98.660004,98.180000,98.540001,85.328293,2855300
2014-04-03,98.720001,98.739998,97.959999,98.269997,85.094467,2169700
2014-04-04,98.839996,98.849998,96.769997,96.919998,83.925484,3026800
2014-04-07,96.599998,96.809998,95.480003,95.760002,82.921028,5316200
2014-04-08,95.760002,96.379997,95.349998,96.180000,83.284676,3728200
2014-04-09,96.500000,97.330002,96.220001,97.330002,84.280479,1975300
2014-04-10,97.300003,97.349998,95.029999,95.190002,82.427383,3283000
2014-04-11,94.660004,95.309998,94.099998,94.250000,81.613472,3380100
2014-04-14,95.019997,95.199997,94.120003,94.889999,82.167641,3248600
2014-04-15,95.129997,95.599998,94.029999,95.540001,82.730507,3339400
2014-04-16,96.209999,96.550003,95.750000,96.540001,83.596420,4498500
2014-04-17,96.419998,96.970001,96.260002,96.730003,83.760956,2241100
2014-04-21,96.779999,97.120003,96.570000,97.120003,84.098663,3043000
2014-04-22,97.260002,97.910004,97.190002,97.620003,84.531609,2442400
2014-04-23,97.620003,97.680000,97.300003,97.370003,84.315140,1798400
2014-04-24,97.839996,97.900002,96.959999,97.500000,84.427696,1471400
2014-04-25,97.190002,97.250000,96.339996,96.550003,83.605087,1927700
2014-04-28,96.900002,97.220001,95.650002,96.690002,83.726311,2046000
2014-04-29,97.000000,97.300003,96.769997,97.169998,84.141975,3062500
2014-04-30,97.169998,97.559998,96.760002,97.529999,84.453682,1423900
2014-05-01,97.410004,97.839996,97.139999,97.559998,84.479660,1776300
2014-05-02,97.589996,98.029999,97.349998,97.480003,84.410393,1687900
2014-05-05,97.000000,97.699997,96.660004,97.639999,84.548927,1300900
2014-05-06,97.400002,97.489998,96.709999,96.739998,83.769608,1335400
2014-05-07,97.029999,97.209999,96.160004,97.190002,84.159286,1644100
2014-05-08,97.089996,97.800003,96.660004,96.930000,83.934120,1863500
2014-05-09,96.930000,97.169998,96.500000,97.169998,84.141975,1637500
2014-05-12,97.610001,98.300003,97.550003,98.269997,85.094467,1847400
2014-05-13,98.400002,98.570000,98.139999,98.209999,85.042526,1526600
2014-05-14,98.139999,98.190002,97.519997,97.669998,84.574928,1387500
2014-05-15,97.360001,97.430000,96.209999,96.769997,83.795586,2149200
2014-05-16,96.919998,97.190002,96.430000,97.180000,84.150620,1149800
2014-05-19,96.940002,97.680000,96.779999,97.629997,84.540268,1209700
2014-05-20,97.519997,97.620003,96.620003,96.900002,83.908157,1858800
2014-05-21,97.230003,97.720001,97.099998,97.650002,84.557610,1286400
2014-05-22,97.690002,98.190002,97.529999,97.980003,84.843346,962400
2014-05-23,98.099998,98.510002,98.010002,98.489998,85.284973,1171900
2014-05-27,98.830002,99.160004,98.779999,99.139999,85.847832,1458800
2014-05-28,99.160004,99.260002,98.820000,99.029999,85.752563,1383000
2014-05-29,99.260002,99.559998,99.000000,99.559998,86.211510,1320000
2014-05-30,99.440002,99.680000,99.290001,99.580002,86.228844,1444700
2014-06-02,99.800003,99.839996,99.160004,99.699997,86.332748,2762600
2014-06-03,99.449997,99.720001,99.320000,99.660004,86.298134,942000
2014-06-04,99.379997,99.970001,99.330002,99.870003,86.479958,1754100
2014-06-05,100.019997,100.760002,99.639999,100.680000,87.181351,1797400
2014-06-06,100.989998,101.250000,100.849998,101.199997,87.631615,1929400
2014-06-09,101.199997,101.669998,101.139999,101.370003,87.778824,1683400
2014-06-10,101.209999,101.349998,100.980003,101.349998,87.761513,1569800
2014-06-11,101.059998,101.120003,100.730003,101.010002,87.467125,2068800
2014-06-12,100.879997,100.930000,100.059998,100.290001,86.843643,2197400
2014-06-13,100.449997,100.690002,100.110001,100.620003,87.129425,2099300
2014-06-16,100.449997,100.889999,100.309998,100.699997,87.198677,2778000
2014-06-17,100.559998,101.199997,100.459999,101.059998,87.510399,1089700
2014-06-18,101.080002,101.839996,100.870003,101.809998,88.159859,1326200
2014-06-19,101.900002,102.000000,101.529999,101.930000,88.263779,2130700
2014-06-20,102.199997,102.199997,101.980003,102.169998,88.471588,1952800
2014-06-23,102.190002,102.250000,101.949997,102.139999,88.445610,1308600
2014-06-24,101.540001,102.070000,100.910004,101.010002,87.828262,1613400
2014-06-25,100.820000,101.599998,100.779999,101.519997,88.271706,1379200
2014-06-26,101.529999,101.529999,100.760002,101.459999,88.219543,1423900
2014-06-27,101.220001,101.750000,101.220001,101.730003,88.454308,1378800
2014-06-30,101.550003,101.910004,101.550003,101.769997,88.489067,1600800
2014-07-01,102.070000,102.820000,102.000000,102.500000,89.123795,1818500
2014-07-02,102.529999,102.629997,102.360001,102.440002,89.071640,1504300
2014-07-03,102.739998,103.000000,102.660004,102.980003,89.541176,987100
2014-07-07,102.800003,102.809998,102.309998,102.440002,89.071640,2198400
2014-07-08,102.339996,102.339996,101.349998,101.660004,88.393433,2130100
2014-07-09,101.910004,102.160004,101.650002,102.099998,88.776024,1866600
2014-07-10,101.029999,101.949997,100.870003,101.650002,88.384712,1564100
2014-07-11,101.629997,101.790001,101.300003,101.739998,88.462997,1252800
2014-07-14,102.300003,102.410004,102.160004,102.230003,88.889053,1060300
2014-07-15,102.300003,102.500000,101.510002,101.970001,88.662971,2591200
2014-07-16,102.360001,102.480003,101.949997,102.230003,88.889053,1933100
